алгебра,6,0,0,0.0011918951132300357,0.00016920473773265651,0.00015463120457708364
хопф,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
граф,184,0,0,0.03150008513536523,0.00016920473773265651,0.00015463120457708364
при,14,9,16,0.002554060956921505,0.001692047377326565,0.002628730477810422
обсуждение,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
теневой,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
исчисление,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
мы,27,0,12,0.004767580452920143,0.00016920473773265651,0.0020102056595020876
выяснить,2,0,1,0.000510812191384301,0.00016920473773265651,0.0003092624091541673
что,59,4,34,0.01021624382768602,0.0008460236886632825,0.005412092160197928
оно,3,0,5,0.0006810829218457347,0.00016920473773265651,0.000927787227462502
тесно,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364
связать,6,1,1,0.0011918951132300357,0.00033840947546531303,0.0003092624091541673
с,53,46,55,0.009194619444917418,0.007952622673434856,0.008659347456316685
структура,10,1,27,0.0018729780350757704,0.00033840947546531303,0.004329673728158343
градуировать,5,0,0,0.001021624382768602,0.00016920473773265651,0.00015463120457708364
коалгебра,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364
на,49,43,56,0.008513536523071684,0.007445008460236886,0.008813978660893769
пространство,5,0,0,0.001021624382768602,0.00016920473773265651,0.00015463120457708364
многочлен,7,0,0,0.0013621658436914694,0.00016920473773265651,0.00015463120457708364
от,10,19,19,0.0018729780350757704,0.00338409475465313,0.003092624091541673
один,13,2,23,0.0023837902264600714,0.0005076142131979696,0.003711148909850008
переменный,5,0,0,0.001021624382768602,0.00016920473773265651,0.00015463120457708364
этот,25,0,19,0.0044270389919972754,0.00016920473773265651,0.003092624091541673
естественный,3,0,13,0.0006810829218457347,0.00016920473773265651,0.0021648368640791713
образ,8,2,9,0.001532436574152903,0.0005076142131979696,0.0015463120457708365
распространяться,2,1,0,0.000510812191384301,0.00033840947546531303,0.00015463120457708364
и,92,176,120,0.015835177932913332,0.029949238578680204,0.018710375753827124
многий,5,0,9,0.001021624382768602,0.00016920473773265651,0.0015463120457708365
в,117,174,170,0.020091946194449175,0.02961082910321489,0.026441935982681304
глава,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364
приводить,4,0,3,0.0008513536523071684,0.00016920473773265651,0.0006185248183083346
ещё,2,0,3,0.000510812191384301,0.00016920473773265651,0.0006185248183083346
пример,10,1,1,0.0018729780350757704,0.00033840947546531303,0.0003092624091541673
коалгебраический,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
также,5,17,9,0.001021624382768602,0.003045685279187817,0.0015463120457708365
число,27,12,6,0.004767580452920143,0.0021996615905245345,0.0010824184320395857
вершина,110,0,14,0.01890005108121914,0.00016920473773265651,0.002319468068656255
добавить,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
к,19,3,24,0.0034054146092286734,0.0006768189509306261,0.0038657801144270916
коумножение,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364
умножение,6,0,0,0.0011918951132300357,0.00016920473773265651,0.00015463120457708364
породить,5,0,0,0.001021624382768602,0.00016920473773265651,0.00015463120457708364
несвязный,6,0,0,0.0011918951132300357,0.00016920473773265651,0.00015463120457708364
объединение,8,0,0,0.001532436574152903,0.00016920473773265651,0.00015463120457708364
получать,3,0,0,0.0006810829218457347,0.00016920473773265651,0.00015463120457708364
биалгебра,21,0,0,0.0037459560701515408,0.00016920473773265651,0.00015463120457708364
свойство,4,3,2,0.0008513536523071684,0.0006768189509306261,0.000463893613731251
инвариант,31,0,0,0.0054486633747658775,0.00016920473773265651,0.00015463120457708364
наличие,1,1,9,0.00034054146092286734,0.00033840947546531303,0.0015463120457708365
большинство,1,0,5,0.00034054146092286734,0.00016920473773265651,0.000927787227462502
из,28,6,29,0.0049378511833815765,0.0011844331641285956,0.00463893613731251
рассматриваться,10,0,1,0.0018729780350757704,0.00016920473773265651,0.0003092624091541673
предыдущий,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673
лекция,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673
являться,31,12,23,0.0054486633747658775,0.0021996615905245345,0.003711148909850008
мультипликативный,4,0,0,0.0008513536523071684,0.00016920473773265651,0.00015463120457708364
они,28,14,14,0.0049378511833815765,0.0025380710659898475,0.002319468068656255
значение,9,12,3,0.0017027073046143367,0.0021996615905245345,0.0006185248183083346
равно,2,0,1,0.000510812191384301,0.00016920473773265651,0.0003092624091541673
произведение,3,0,0,0.0006810829218457347,0.00016920473773265651,0.00015463120457708364
каждый,14,4,13,0.002554060956921505,0.0008460236886632825,0.0021648368640791713
объединять,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
тот,16,16,30,0.0028946024178443724,0.002876480541455161,0.004793567341889593
факт,2,1,1,0.000510812191384301,0.00033840947546531303,0.0003092624091541673
это,39,3,37,0.006810829218457347,0.0006768189509306261,0.005875985773929179
присущий,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
большой,2,0,4,0.000510812191384301,0.00016920473773265651,0.0007731560228854183
количество,2,0,3,0.000510812191384301,0.00016920473773265651,0.0006185248183083346
интересный,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
навести,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
татта,5,0,0,0.001021624382768602,0.00016920473773265651,0.00015463120457708364
мысль,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
рассматривать,4,0,3,0.0008513536523071684,0.00016920473773265651,0.0006185248183083346
как,19,1,29,0.0034054146092286734,0.00033840947546531303,0.00463893613731251
кольцо,5,0,0,0.001021624382768602,0.00016920473773265651,0.00015463120457708364
а,25,16,19,0.0044270389919972754,0.002876480541455161,0.003092624091541673
гомоморфизм,7,0,0,0.0013621658436914694,0.00016920473773265651,0.00015463120457708364
соображение,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
удобство,1,1,0,0.00034054146092286734,0.00033840947546531303,0.00015463120457708364
язык,21,1,37,0.0037459560701515408,0.00033840947546531303,0.005875985773929179
быть,26,9,30,0.004597309722458709,0.001692047377326565,0.004793567341889593
брать,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
качество,3,7,4,0.0006810829218457347,0.0013536379018612521,0.0007731560228854183
базовый,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
пол,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673
c,18,0,0,0.0032351438787672398,0.00016920473773265651,0.00015463120457708364
комплексный,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
не,28,5,26,0.0049378511833815765,0.0010152284263959391,0.0041750425235812585
целый,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673
z,1,0,2,0.00034054146092286734,0.00016920473773265651,0.000463893613731251
говорить,9,0,1,0.0017027073046143367,0.00016920473773265651,0.0003092624091541673
о,3,59,15,0.0006810829218457347,0.01015228426395939,0.0024740992732333383
над,2,0,1,0.000510812191384301,0.00016920473773265651,0.0003092624091541673
поле,1,3,0,0.00034054146092286734,0.0006768189509306261,0.00015463120457708364
определение,18,4,3,0.0032351438787672398,0.0008460236886632825,0.0006185248183083346
g,64,0,0,0.01106759747999319,0.00016920473773265651,0.00015463120457708364
называться,14,0,2,0.002554060956921505,0.00016920473773265651,0.000463893613731251
бесконечномерный,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
единица,1,0,2,0.00034054146092286734,0.00016920473773265651,0.000463893613731251
r,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
простой,5,0,4,0.001021624382768602,0.00016920473773265651,0.0007731560228854183
связный,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364
образующая,3,0,0,0.0006810829218457347,0.00016920473773265651,0.00015463120457708364
который,14,17,27,0.002554060956921505,0.003045685279187817,0.004329673728158343
задаваться,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364
напомнить,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
содержимый,6,4,5,0.0011918951132300357,0.0008460236886632825,0.000927787227462502
петля,8,0,0,0.001532436574152903,0.00016920473773265651,0.00015463120457708364
кратное,10,0,0,0.0018729780350757704,0.00016920473773265651,0.00015463120457708364
ребро,55,0,0,0.009535160905840286,0.00016920473773265651,0.00015463120457708364
взвесить,13,0,0,0.0023837902264600714,0.00016920473773265651,0.00015463120457708364
расставить,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
натуральный,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364
вес,14,0,1,0.002554060956921505,0.00016920473773265651,0.0003092624091541673
такой,28,7,16,0.0049378511833815765,0.0013536379018612521,0.002628730477810422
называть,8,0,5,0.001532436574152903,0.00016920473773265651,0.000927787227462502
сумма,3,0,0,0.0006810829218457347,0.00016920473773265651,0.00015463120457708364
весы,6,0,0,0.0011918951132300357,0.00016920473773265651,0.00015463120457708364
весь,20,6,10,0.003575685339690107,0.0011844331641285956,0.0017009432503479202
он,16,1,23,0.0028946024178443724,0.00033840947546531303,0.003711148909850008
рассмотреть,2,0,1,0.000510812191384301,0.00016920473773265651,0.0003092624091541673
конечномерной,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
wgn,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
n,20,5,0,0.003575685339690107,0.0010152284263959391,0.00015463120457708364
прямой,1,0,3,0.00034054146092286734,0.00016920473773265651,0.0006185248183083346
наделить,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673
случай,14,1,12,0.002554060956921505,0.00033840947546531303,0.0020102056595020876
обычный,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673
ввести,4,4,1,0.0008513536523071684,0.0008460236886632825,0.0003092624091541673
следующий,8,10,5,0.001532436574152903,0.0018612521150592216,0.000927787227462502
отношение,14,7,2,0.002554060956921505,0.0013536379018612521,0.000463893613731251
эквивалентность,5,0,0,0.001021624382768602,0.00016920473773265651,0.00015463120457708364
множество,30,0,3,0.005278392644304444,0.00016920473773265651,0.0006185248183083346
где,5,2,0,0.001021624382768602,0.0005076142131979696,0.00015463120457708364
e,14,0,0,0.002554060956921505,0.00016920473773265651,0.00015463120457708364
произвольный,4,0,0,0.0008513536523071684,0.00016920473773265651,0.00015463120457708364
соотношение,15,0,0,0.0027243316873829387,0.00016920473773265651,0.00015463120457708364
полностью,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364
совпадать,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364
однако,7,0,4,0.0013621658436914694,0.00016920473773265651,0.0007731560228854183
немой,3,0,1,0.0006810829218457347,0.00016920473773265651,0.0003092624091541673
операция,1,0,2,0.00034054146092286734,0.00016920473773265651,0.000463893613731251
стягивание,3,0,0,0.0006810829218457347,0.00016920473773265651,0.00015463120457708364
иметь,5,4,7,0.001021624382768602,0.0008460236886632825,0.0012370496366166692
другой,7,5,9,0.0013621658436914694,0.0010152284263959391,0.0015463120457708365
смысл,4,0,3,0.0008513536523071684,0.00016920473773265651,0.0006185248183083346
появиться,1,0,1,0.00034054146092286734,0.00016920473773265651,0.0003092624091541673
заменяться,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
однократный,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364
новый,3,1,12,0.0006810829218457347,0.00033840947546531303,0.0020102056595020876
полагаться,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
равный,8,0,0,0.001532436574152903,0.00016920473773265651,0.00015463120457708364
она,10,2,9,0.0018729780350757704,0.0005076142131979696,0.0015463120457708365
образоваться,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
результат,3,5,5,0.0006810829218457347,0.0010152284263959391,0.000927787227462502
становиться,3,0,0,0.0006810829218457347,0.00016920473773265651,0.00015463120457708364
однородный,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364
три,5,0,2,0.001021624382768602,0.00016920473773265651,0.000463893613731251
входящая,1,2,0,0.00034054146092286734,0.0005076142131979696,0.00015463120457708364
одинаковый,9,0,0,0.0017027073046143367,0.00016920473773265651,0.00015463120457708364
факторизовать,1,0,0,0.00034054146092286734,0.00016920473773265651,0.00015463120457708364
wg,2,0,0,0.000510812191384301,0.00016920473773265651,0.00015463120457708364
по,16,31,13,0.0028946024178443724,0.0054145516074450084,0.0021648368640791713
